Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorus,Fertilizer Name,pH_Level,Rainfall,Previous_Crop,Season,Field_Orientation
29,59,54,Clayey,Tobacco,36,99,15,10-26-26,6.348177360345615,125.0204231153247,Root Crops,Spring,Flat
36,72,42,Clayey,Tobacco,46,98,60,Urea,6.90509077684965,319.12974321177035,Root Crops,Autumn,Flat
30,71,63,Black,Barley,78,42,8,17-17-17,5.815113877874856,119.31916655325993,Root Crops,Spring,Flat
27,77,50,Sandy,Tobacco,28,49,66,14-35-14,6.572066782032086,237.38681942004948,Cereals,Summer,Flat
25,71,35,Loamy,Tobacco,63,3,77,28-28,6.634978061876701,150.60676899485568,Cereals,Summer,Slope
33,57,25,Loamy,Sugarcane,37,10,40,Urea,6.684144644983376,297.83234901236176,Legumes,Autumn,Slope
33,79,62,Sandy,Maize,29,20,55,20-20,6.56325908637009,236.09931236112362,None,Summer,Flat
27,64,29,Loamy,Barley,4,52,6,Urea,6.775687456475288,299.77795083759554,Root Crops,Summer,Slope
28,71,46,Loamy,Tobacco,10,86,24,10-26-26,8.253416265640649,154.31363951626713,Legumes,Summer,Flat
37,67,37,Black,Tobacco,96,61,80,28-28,8.549038221416884,53.34991425624474,Legumes,Autumn,Flat
31,72,41,Loamy,Sugarcane,16,57,45,20-20,5.988627087370623,116.49663817261992,Legumes,Autumn,Slope
26,62,31,Loamy,Cotton,15,43,20,DAP,4.645405615718001,294.32455647331005,Legumes,Autumn,Flat
36,75,62,Sandy,Wheat,66,33,63,28-28,6.976396240577579,145.0600473109853,Legumes,Autumn,Flat
27,65,31,Loamy,Wheat,69,43,88,28-28,6.649001967921013,145.8992549309894,Legumes,Autumn,Slope
30,79,36,Sandy,Barley,90,14,31,Urea,7.348833487346864,184.8924231245642,Root Crops,Summer,Flat
35,62,62,Black,Tobacco,51,22,93,DAP,6.727908719772254,132.40190161546394,Cereals,Spring,Flat
32,53,47,Sandy,Millets,7,76,26,Urea,6.546883151620575,292.12987490693024,Legumes,Autumn,Flat
39,60,32,Loamy,Sugarcane,96,62,36,Urea,7.403125276701778,146.51342437089917,None,Summer,Flat
25,76,39,Sandy,Tobacco,8,44,67,20-20,7.515024470731074,231.18635942171707,Cereals,Autumn,Flat
28,68,54,Black,Sugarcane,3,5,70,DAP,5.390751952975201,185.3077494474816,Legumes,Autumn,Flat
39,57,33,Sandy,Maize,99,42,31,Urea,5.846715050288333,136.20707569476934,Cereals,Spring,Flat
25,59,45,Clayey,Pulses,30,83,51,10-26-26,6.415525632569057,129.59310932948014,Cereals,Autumn,Slope
26,61,38,Loamy,Maize,2,87,28,10-26-26,6.578750099139667,200.56822423002137,Legumes,Autumn,Flat
32,77,32,Black,Paddy,28,55,69,14-35-14,6.319213437318201,113.25358281647124,Cereals,Summer,Flat
30,70,60,Black,Tobacco,0,75,55,14-35-14,6.847365742289509,153.6915108463732,Root Crops,Spring,Flat
33,69,33,Red,Maize,41,73,64,14-35-14,7.29688383145368,61.813653206067485,Legumes,Summer,Flat
26,60,50,Clayey,Wheat,46,86,95,Urea,7.878167768576582,287.09085634537814,Legumes,Autumn,Slope
27,69,44,Loamy,Wheat,26,0,31,20-20,6.96313041901832,63.09209810396086,Legumes,Spring,Flat
33,70,62,Black,Cotton,37,13,98,Urea,5.818133057237512,311.68178537181734,Cereals,Summer,Slope
33,77,30,Sandy,Barley,9,17,89,10-26-26,6.382099019841745,64.21460496782564,Legumes,Autumn,Flat
37,53,58,Loamy,Cotton,88,27,59,Urea,6.439718206992355,304.4520911158627,Root Crops,Spring,Flat
30,68,47,Black,Pulses,97,66,97,Urea,6.911712191984927,243.24908980441063,Cereals,Summer,Slope
38,69,63,Loamy,Pulses,43,67,30,17-17-17,6.810534426747154,201.78494390011628,Root Crops,Spring,Flat
39,59,57,Clayey,Paddy,70,17,48,28-28,8.140317320889208,93.48616874681676,Cereals,Summer,Flat
27,64,45,Clayey,Sugarcane,79,98,84,Urea,6.130789491796073,127.03436739210633,Cereals,Spring,Flat
29,62,50,Black,Maize,44,96,73,10-26-26,6.807800427013443,257.04086152194805,Legumes,Spring,Flat
39,62,29,Clayey,Paddy,75,29,28,Urea,8.383769118195273,203.6451079460232,Cereals,Autumn,Flat
26,70,33,Clayey,Wheat,90,82,97,Urea,6.031834482477119,204.30381705668066,None,Autumn,Slope
31,77,57,Red,Paddy,27,52,42,17-17-17,6.616118956936284,89.97022032919658,None,Autumn,Flat
34,67,49,Loamy,Maize,75,51,8,17-17-17,5.744095599100787,192.52936110805683,Legumes,Spring,Slope
35,56,41,Loamy,Cotton,98,77,24,Urea,6.565669519701945,227.08169629591168,None,Spring,Flat
32,79,64,Loamy,Maize,60,98,58,10-26-26,5.8758262814898865,86.69192426361201,None,Autumn,Slope
30,63,43,Loamy,Wheat,46,2,94,Urea,7.337440722793077,342.30051960536804,None,Spring,Flat
32,54,35,Red,Barley,89,78,35,28-28,6.6178550872251165,299.0150572500781,Legumes,Autumn,Slope
26,58,32,Loamy,Millets,93,56,6,Urea,5.751682192014165,145.23952011827572,None,Summer,Slope
27,79,30,Clayey,Pulses,98,68,50,Urea,7.172454158233338,219.0160783771488,Root Crops,Autumn,Flat
31,71,30,Clayey,Barley,61,43,99,10-26-26,6.64373283109727,217.6895133511563,None,Autumn,Flat
34,76,32,Clayey,Maize,47,19,46,28-28,7.262255021778764,81.98958990495932,Root Crops,Spring,Flat
36,66,48,Black,Maize,1,80,53,14-35-14,5.581869897641801,181.45516251854323,Cereals,Summer,Flat
25,74,43,Clayey,Maize,33,51,70,14-35-14,6.795059529798929,112.32869979740863,Root Crops,Spring,Flat
31,54,51,Sandy,Millets,47,71,90,DAP,7.118673355715767,149.96591604230497,None,Summer,Flat
30,65,44,Red,Sugarcane,53,82,3,Urea,6.161298007811411,333.16085243482786,Legumes,Summer,Flat
32,58,48,Sandy,Cotton,77,10,72,28-28,5.492797818425479,215.39705176150017,Cereals,Autumn,Flat
31,66,62,Clayey,Maize,58,21,95,10-26-26,6.466714003703685,70.07120538962943,Legumes,Autumn,Slope
28,79,29,Red,Paddy,0,49,26,20-20,7.482492235024743,251.68549558483636,Root Crops,Spring,Flat
27,67,40,Red,Paddy,11,71,52,Urea,7.400744264507245,349.5919902644537,Root Crops,Spring,Flat
27,52,63,Loamy,Pulses,85,16,25,Urea,6.157257252195539,100.3088534897988,Cereals,Spring,Flat
39,77,57,Red,Tobacco,75,65,76,14-35-14,5.473531650898845,254.87595701508627,None,Autumn,Flat
28,54,34,Clayey,Tobacco,2,94,55,Urea,6.155056223720342,297.2776344124208,Legumes,Summer,Flat
39,79,29,Sandy,Wheat,74,58,53,Urea,6.12521787941447,303.21856325669137,None,Spring,Slope
33,71,43,Red,Tobacco,25,23,63,17-17-17,6.8571574266438216,262.25819825786664,Cereals,Spring,Flat
33,70,45,Loamy,Maize,17,25,38,Urea,6.415998797676703,322.9600698643575,Legumes,Autumn,Flat
37,66,27,Clayey,Tobacco,10,59,79,14-35-14,5.897388630610286,59.62685618037654,None,Summer,Flat
26,69,52,Loamy,Paddy,92,79,27,Urea,7.383410453808534,69.25054297535465,None,Summer,Slope
29,71,43,Loamy,Millets,54,68,29,17-17-17,6.6123406939558675,90.36198287065359,Legumes,Autumn,Flat
25,53,40,Red,Wheat,56,26,45,28-28,6.848332522184752,62.994062846011786,Legumes,Autumn,Flat
28,53,26,Loamy,Millets,6,26,60,DAP,5.120011652694986,85.98435579428812,None,Summer,Flat
26,70,32,Red,Cotton,70,99,28,Urea,4.560588103442171,295.0851968471504,None,Spring,Flat
32,73,62,Loamy,Wheat,18,12,83,Urea,5.3499633748444735,318.937227400448,None,Autumn,Flat
28,70,36,Black,Paddy,59,55,80,10-26-26,6.11556525951458,150.7951329339846,Root Crops,Autumn,Flat
29,56,48,Clayey,Tobacco,96,86,81,Urea,6.961084814091047,337.155261597605,None,Summer,Slope
35,57,25,Red,Cotton,30,91,74,10-26-26,4.626202503674161,175.5323880240935,None,Autumn,Flat
28,71,42,Red,Millets,47,26,93,10-26-26,7.77428165149759,101.59392615458108,Root Crops,Autumn,Flat
29,71,47,Clayey,Pulses,91,9,51,28-28,6.636452821416101,254.39055754209016,Legumes,Spring,Flat
29,79,63,Red,Barley,16,37,23,20-20,7.588235994359929,176.09465770490363,Legumes,Summer,Flat
29,51,51,Clayey,Pulses,52,64,71,14-35-14,5.791223934020697,55.83024031277027,None,Spring,Flat
35,78,30,Sandy,Maize,3,80,80,Urea,6.903087947337992,339.9067694160257,Root Crops,Summer,Slope
27,78,52,Black,Barley,66,75,51,14-35-14,6.56815674397663,229.36957390945048,Root Crops,Autumn,Slope
31,59,47,Red,Cotton,53,26,10,17-17-17,7.154149050443643,233.9996175775383,Cereals,Autumn,Slope
27,54,58,Sandy,Barley,69,3,24,Urea,6.312966905920226,344.8037878194747,Root Crops,Spring,Flat
26,66,49,Black,Paddy,16,67,44,Urea,6.878572167206071,300.0513845366238,Root Crops,Spring,Flat
27,74,35,Loamy,Tobacco,60,54,58,14-35-14,7.38175625501696,158.7995892430436,Legumes,Spring,Flat
35,56,25,Black,Tobacco,65,72,47,14-35-14,5.97905896488658,62.54823228198768,None,Summer,Flat
27,51,62,Red,Cotton,13,26,53,20-20,6.69379538599172,116.7142290861879,Cereals,Spring,Slope
32,55,34,Loamy,Sugarcane,84,13,63,Urea,4.989710210222121,155.45833463051667,Root Crops,Summer,Flat
28,59,33,Loamy,Cotton,24,69,62,Urea,7.062002415250686,338.0760376379751,Root Crops,Autumn,Flat
27,58,50,Sandy,Paddy,50,11,93,Urea,8.063730034769993,316.60096707701433,Cereals,Summer,Flat
34,77,34,Clayey,Tobacco,17,67,73,DAP,5.504451161801043,56.458461906791555,Root Crops,Summer,Flat
29,54,42,Sandy,Millets,36,80,28,Urea,6.426894991657646,346.16829096485685,Root Crops,Autumn,Flat
28,52,33,Loamy,Millets,2,90,48,10-26-26,7.204385040731291,127.13589333312264,Legumes,Autumn,Flat
33,60,50,Black,Wheat,58,62,45,Urea,6.5251339787732405,282.61164047201356,Legumes,Autumn,Slope
32,59,33,Red,Wheat,8,91,40,10-26-26,6.632079641194581,84.97883856240864,None,Autumn,Flat
35,65,60,Sandy,Paddy,87,46,48,Urea,6.187200446781089,116.09516443402102,Root Crops,Spring,Slope
31,76,39,Loamy,Pulses,86,40,86,Urea,6.157478197529668,201.62976129061977,Cereals,Autumn,Flat
39,69,48,Black,Paddy,49,89,85,DAP,6.430644677131697,261.0835821910616,None,Summer,Flat
32,68,64,Loamy,Cotton,58,83,61,14-35-14,6.533337137711484,153.61964236070338,Legumes,Summer,Slope
37,50,26,Sandy,Sugarcane,5,58,43,Urea,5.554846990738152,311.97664674916143,Cereals,Autumn,Flat
29,75,28,Clayey,Sugarcane,73,22,97,Urea,6.447182411243177,332.0584326421078,Cereals,Summer,Flat
28,79,62,Loamy,Millets,42,64,14,17-17-17,7.754827150967461,86.76951323097163,None,Summer,Flat
31,60,55,Black,Paddy,83,26,72,Urea,6.164692965128876,265.5698370305697,Root Crops,Spring,Slope
25,78,44,Loamy,Tobacco,3,10,56,20-20,5.510196013700297,89.5730836583628,None,Spring,Flat
30,64,63,Sandy,Sugarcane,64,42,11,17-17-17,6.378867145610859,152.22964050992164,Cereals,Summer,Flat
39,56,50,Red,Cotton,31,32,46,Urea,5.928309750300563,295.8682114435254,Root Crops,Autumn,Flat
32,57,29,Red,Sugarcane,32,9,82,10-26-26,5.429326539742449,150.9058393278052,Legumes,Autumn,Flat
31,65,28,Loamy,Tobacco,89,8,88,Urea,6.611334769386096,322.2192325617883,None,Spring,Flat
26,67,46,Red,Cotton,4,18,4,20-20,5.931774370279138,173.4416191637442,Cereals,Summer,Flat
38,73,30,Red,Millets,25,93,99,10-26-26,6.00022866651738,142.93892236588567,Root Crops,Autumn,Flat
37,77,61,Red,Wheat,29,95,78,Urea,6.622741904308311,346.73704536868337,Legumes,Autumn,Flat
38,74,55,Sandy,Sugarcane,34,60,36,DAP,5.2734603237101325,182.4510006339353,None,Autumn,Flat
31,72,29,Clayey,Cotton,70,8,41,DAP,5.1067442797991,272.2867972081683,Legumes,Summer,Flat
37,60,31,Sandy,Millets,80,38,27,17-17-17,7.036697755601545,229.8358672717813,Cereals,Spring,Flat
30,50,29,Sandy,Barley,11,44,62,14-35-14,4.955333119420733,110.74569207247703,None,Autumn,Flat
37,65,28,Clayey,Tobacco,7,37,48,20-20,5.718657843754116,200.09379948616902,None,Summer,Flat
29,53,51,Black,Pulses,90,39,30,Urea,5.06012837168925,73.22561756362798,None,Summer,Slope
28,72,33,Black,Maize,2,56,68,14-35-14,6.111090826520934,262.62357306294984,Legumes,Summer,Flat
25,55,61,Clayey,Maize,69,71,88,DAP,6.842446998120932,205.68245704388534,Root Crops,Summer,Slope
37,60,26,Sandy,Barley,44,41,73,14-35-14,6.589870358985902,86.7127570071911,Root Crops,Spring,Flat
26,79,43,Clayey,Tobacco,66,32,36,Urea,8.413498711565827,280.02785614565107,Legumes,Summer,Slope
39,73,63,Black,Tobacco,51,7,46,Urea,7.3695324942312,291.3685118404504,Cereals,Spring,Flat
31,55,41,Clayey,Millets,67,50,66,14-35-14,5.755073719874719,270.1489042724937,Legumes,Spring,Flat
34,59,41,Clayey,Maize,55,1,79,DAP,5.5423559961388715,148.71713449802508,None,Summer,Flat
27,55,64,Black,Cotton,65,6,53,28-28,8.6653503527804,266.9504910428186,Cereals,Summer,Flat
29,59,48,Red,Maize,9,84,11,10-26-26,7.35005760458669,223.31271149304948,Cereals,Spring,Slope
32,71,37,Clayey,Tobacco,58,10,90,10-26-26,6.971495685815658,213.16384967429676,Cereals,Autumn,Flat
37,72,52,Loamy,Millets,68,29,1,17-17-17,6.559881449772495,244.62288539622645,Cereals,Spring,Flat
37,54,38,Black,Cotton,8,28,26,20-20,6.7188172539800135,239.0266273326932,None,Summer,Slope
32,77,47,Black,Tobacco,32,65,31,DAP,5.314341379614059,289.7436628552764,Root Crops,Autumn,Slope
30,76,47,Loamy,Pulses,46,87,39,Urea,6.625631336157414,345.7953737187866,None,Autumn,Slope
29,58,34,Black,Sugarcane,75,83,71,14-35-14,6.556985117967211,267.8832301133326,Cereals,Autumn,Flat
37,56,62,Sandy,Barley,21,8,97,DAP,5.776688925518815,182.53181059400006,None,Spring,Flat
26,66,41,Black,Sugarcane,36,9,20,20-20,6.069178837145217,188.50040150721995,None,Summer,Flat
33,76,51,Loamy,Wheat,13,47,32,20-20,7.712141114754845,58.78386312747268,Cereals,Spring,Flat
25,61,35,Black,Maize,96,61,27,Urea,6.39986006376411,97.9718214140394,None,Summer,Flat
35,77,43,Red,Tobacco,20,87,8,10-26-26,8.156937042026488,118.45074179765076,Legumes,Autumn,Flat
26,79,51,Black,Tobacco,46,28,77,Urea,5.107456450810093,347.09770421677365,Cereals,Spring,Flat
37,74,60,Sandy,Barley,16,8,20,20-20,6.082295851019402,278.92961067718784,None,Spring,Flat
25,60,40,Sandy,Paddy,7,14,39,DAP,5.262177159002465,92.46350003090839,None,Summer,Flat
36,55,47,Black,Tobacco,74,16,11,20-20,5.532462036886533,199.51158998318724,Legumes,Autumn,Flat
28,76,57,Clayey,Millets,48,62,42,14-35-14,5.837435435472562,114.05998229482455,Cereals,Autumn,Slope
28,73,46,Red,Tobacco,65,18,3,20-20,6.752247701416473,139.28412218956439,Legumes,Summer,Flat
29,74,38,Black,Tobacco,73,1,33,20-20,6.71346093686431,231.37386804718685,Legumes,Spring,Slope
29,60,37,Red,Sugarcane,61,33,80,10-26-26,5.9565677442979155,229.71135615740945,Cereals,Autumn,Flat
32,60,46,Sandy,Cotton,89,26,34,Urea,4.717760354130735,311.54164782435964,Cereals,Autumn,Slope
35,63,31,Clayey,Pulses,34,66,96,DAP,7.682154298425722,99.37411542073805,Cereals,Spring,Flat
39,65,62,Black,Millets,50,70,24,17-17-17,6.271388227170915,199.22053561452162,None,Autumn,Flat
35,51,25,Red,Paddy,14,44,75,14-35-14,5.606967863759088,229.6496942103502,Cereals,Autumn,Slope
27,51,57,Loamy,Tobacco,49,45,69,Urea,6.71994462485607,329.1408571928056,None,Summer,Flat
30,54,46,Black,Cotton,10,89,45,10-26-26,6.663556136418539,204.92700096405792,Root Crops,Summer,Flat
36,63,47,Loamy,Paddy,36,11,53,20-20,6.241858828000028,152.19858319900192,Cereals,Autumn,Flat
37,70,39,Sandy,Cotton,63,15,3,20-20,6.618824812513203,137.6416112372267,None,Spring,Flat
36,77,39,Clayey,Wheat,84,88,82,Urea,5.575976127673585,114.82973347496734,None,Summer,Slope
27,59,55,Clayey,Wheat,65,2,16,Urea,7.107930274541187,338.71031305355257,Cereals,Summer,Flat
37,59,52,Black,Millets,37,7,22,20-20,5.702506324194504,230.8814959364114,Cereals,Summer,Flat
26,67,27,Clayey,Maize,26,99,20,10-26-26,6.015544275757255,141.05698575180818,None,Spring,Slope
32,75,49,Black,Barley,8,73,0,20-20,7.01904145292126,273.53401617496894,Cereals,Summer,Flat
25,69,57,Red,Tobacco,72,94,73,10-26-26,7.463167172008188,136.78247375350003,Root Crops,Spring,Flat
33,58,57,Red,Pulses,45,17,39,20-20,7.768619654437071,201.1513216091994,Root Crops,Summer,Slope
35,53,47,Red,Sugarcane,78,53,40,17-17-17,7.344638590773258,57.79288125410584,Root Crops,Autumn,Slope
31,66,52,Black,Tobacco,46,47,23,Urea,6.240742252958574,303.9710950071687,Cereals,Spring,Flat
36,70,40,Loamy,Maize,4,97,64,Urea,5.26717354471963,336.9655952298301,Legumes,Autumn,Flat
34,51,61,Sandy,Millets,32,15,39,Urea,7.624044468482315,309.7266012562036,Legumes,Autumn,Flat
37,63,29,Loamy,Cotton,80,52,4,Urea,7.596556791123981,101.33411653272807,None,Summer,Slope
39,71,35,Loamy,Wheat,62,21,81,Urea,5.962419077317204,297.58140987730076,Cereals,Spring,Flat
36,50,36,Clayey,Tobacco,98,48,41,Urea,7.236951230259648,154.10211473944565,Root Crops,Spring,Slope
35,72,45,Loamy,Wheat,84,19,78,Urea,6.234257764855409,330.8845060725393,Cereals,Summer,Flat
28,56,42,Black,Cotton,40,18,58,28-28,7.701021506809383,139.72336914318743,Legumes,Summer,Slope
27,53,38,Clayey,Cotton,96,0,66,28-28,6.088108270076974,76.82023728498353,Legumes,Spring,Flat
30,58,57,Clayey,Barley,64,38,40,Urea,8.082921030038802,305.87614375240344,Cereals,Summer,Flat
33,52,45,Loamy,Tobacco,1,32,6,20-20,7.128896438078597,84.99395796943128,None,Spring,Flat
39,54,50,Black,Maize,22,97,85,10-26-26,7.938035875748789,212.4305248646027,None,Autumn,Slope
33,70,49,Clayey,Pulses,73,40,38,14-35-14,6.1289621842800965,162.78436870664328,Legumes,Summer,Flat
28,73,64,Red,Cotton,82,50,98,Urea,6.824023683555354,277.05626703919603,Root Crops,Autumn,Flat
34,59,49,Clayey,Maize,86,22,62,Urea,5.724576641324508,274.6698629676022,Cereals,Autumn,Flat
29,59,59,Sandy,Paddy,74,36,27,Urea,7.175191401695358,282.84125106396374,Legumes,Spring,Flat
35,53,44,Loamy,Barley,25,15,26,20-20,7.2192332262697,68.98463937255917,Cereals,Spring,Slope
37,66,26,Red,Millets,84,5,78,Urea,8.41761913456095,307.5126023362465,Cereals,Spring,Flat
33,76,36,Loamy,Pulses,8,10,70,20-20,6.885631837775719,189.89892764280341,Root Crops,Summer,Flat
26,70,56,Sandy,Tobacco,31,10,69,20-20,7.079275362004875,115.75525720079278,None,Autumn,Flat
26,66,57,Loamy,Tobacco,60,73,97,10-26-26,6.123335698796975,139.6687443185172,Legumes,Autumn,Slope
29,68,55,Red,Tobacco,96,65,88,28-28,6.933103498108191,320.82269385399064,Legumes,Autumn,Flat
25,55,57,Sandy,Barley,94,7,80,Urea,6.196087033049933,51.79794208821239,Root Crops,Summer,Slope
32,50,44,Red,Maize,18,44,55,Urea,6.5926886070736,290.5166324632096,Cereals,Summer,Slope
29,75,61,Sandy,Wheat,18,90,30,Urea,6.639612529236636,327.1788741836911,Root Crops,Summer,Slope
36,63,61,Sandy,Barley,32,96,71,10-26-26,6.218156101320663,125.01640893641337,Root Crops,Spring,Flat
34,79,64,Clayey,Maize,7,33,69,Urea,6.5503560772335945,296.60075597761215,Legumes,Spring,Slope
26,62,38,Red,Sugarcane,53,2,10,20-20,6.199763864229263,98.32698134221266,Cereals,Spring,Flat
36,52,60,Sandy,Barley,32,63,35,17-17-17,6.196215099972928,54.86756481262105,None,Autumn,Flat
33,72,36,Sandy,Tobacco,34,15,44,20-20,7.361331721201817,231.37229939917648,Cereals,Autumn,Flat
26,51,50,Black,Maize,0,47,94,DAP,6.6403309134611295,243.86083288401738,Root Crops,Summer,Flat
31,71,58,Red,Sugarcane,18,19,41,20-20,6.777653017760222,95.04269214076972,Legumes,Autumn,Flat
32,56,30,Black,Tobacco,67,59,70,14-35-14,5.3341561848115715,203.74026321631084,Root Crops,Spring,Flat
38,77,37,Sandy,Pulses,32,35,80,17-17-17,6.838766665464312,165.64749694546737,Legumes,Summer,Flat
30,61,46,Black,Tobacco,36,90,30,10-26-26,6.9243387711801905,72.8774416668263,Root Crops,Autumn,Flat
38,51,59,Loamy,Wheat,50,99,10,10-26-26,6.1813291018489975,202.32268497373843,Root Crops,Summer,Flat
35,60,43,Red,Sugarcane,47,68,97,10-26-26,8.168023741008554,225.5409747414743,None,Autumn,Slope
31,65,61,Red,Sugarcane,23,33,68,DAP,4.668618188652748,115.15161752190983,None,Spring,Flat
35,76,47,Loamy,Tobacco,1,35,92,DAP,7.127493708616437,271.9338921692156,Root Crops,Summer,Slope
25,54,56,Loamy,Millets,74,42,57,14-35-14,7.0702438439638895,71.7804334201531,Root Crops,Autumn,Flat
28,75,35,Black,Wheat,72,79,59,14-35-14,6.933266345599529,215.29855475677988,None,Summer,Slope
37,77,28,Loamy,Tobacco,65,25,79,28-28,6.6409701645108985,141.01706440894554,None,Spring,Flat
31,75,36,Sandy,Paddy,73,33,20,17-17-17,6.94054345810003,180.82192236607793,Root Crops,Summer,Flat
25,66,63,Loamy,Pulses,77,72,65,Urea,7.194540383644715,318.04206035565244,Cereals,Summer,Flat
37,52,54,Black,Wheat,11,48,31,20-20,5.919289932934404,250.98627542362536,None,Spring,Slope
25,63,34,Clayey,Barley,72,28,92,10-26-26,6.739356497744072,94.66357737020971,Legumes,Autumn,Slope
35,65,48,Red,Barley,51,24,47,Urea,6.353346526381356,315.89180670131776,Cereals,Summer,Flat
30,66,47,Loamy,Millets,16,12,75,20-20,5.624985279819593,161.85004680921327,Root Crops,Summer,Flat
28,77,25,Clayey,Sugarcane,35,90,41,10-26-26,7.073735979690632,152.38535790323297,Root Crops,Spring,Slope
27,68,28,Loamy,Sugarcane,75,43,62,28-28,6.048511660252773,200.46092663633524,None,Autumn,Flat
36,53,52,Sandy,Tobacco,91,65,16,Urea,5.301713060176426,111.5881979651583,Cereals,Summer,Flat
39,77,27,Red,Sugarcane,84,6,82,28-28,6.0687114714386805,324.2707956121368,Legumes,Summer,Flat
29,77,26,Red,Cotton,85,58,14,Urea,5.860880881525496,190.36670867708995,Cereals,Spring,Flat
33,70,30,Clayey,Paddy,28,80,47,10-26-26,7.322783207352089,168.14680993250232,Root Crops,Summer,Flat
34,69,41,Loamy,Tobacco,17,96,24,10-26-26,6.622554512446462,101.29032583968444,Root Crops,Summer,Flat
34,69,61,Sandy,Millets,50,17,0,Urea,7.6059061965519525,290.80443585104115,Legumes,Spring,Slope
36,74,47,Sandy,Millets,94,81,79,Urea,5.966755015013563,335.850668980434,Root Crops,Spring,Flat
38,74,64,Black,Paddy,54,62,61,Urea,7.1993358975172,310.87778419852043,Legumes,Summer,Flat
38,58,45,Black,Cotton,66,30,34,28-28,8.77169833184633,98.44908882969239,Legumes,Summer,Flat
36,60,55,Sandy,Maize,78,26,64,Urea,6.784825973701712,275.4846449236303,Root Crops,Spring,Flat
35,54,36,Sandy,Cotton,79,91,51,10-26-26,7.189319089858522,111.2491537797535,Legumes,Summer,Flat
34,60,53,Clayey,Millets,8,44,36,14-35-14,7.054814131380325,61.65031799627436,Root Crops,Autumn,Slope
27,62,37,Black,Millets,85,59,37,Urea,5.3623397380593385,195.34151498388633,Cereals,Spring,Flat
29,70,50,Loamy,Paddy,83,20,65,28-28,6.96865383797396,251.1141840843437,Root Crops,Spring,Flat
34,51,57,Loamy,Tobacco,90,59,91,28-28,6.745165056519655,87.28626876730908,Legumes,Summer,Flat
29,71,58,Black,Millets,77,24,21,Urea,6.292202093281353,231.6556870056595,Root Crops,Autumn,Flat
33,51,44,Loamy,Maize,89,87,63,28-28,5.7927709006360955,303.09365002811285,Legumes,Summer,Slope
35,59,34,Clayey,Cotton,91,13,16,Urea,7.05518659226163,112.70313416141877,Root Crops,Summer,Flat
36,62,25,Loamy,Millets,42,70,77,14-35-14,5.722077008311503,178.33681390654183,Root Crops,Summer,Flat
34,54,53,Clayey,Pulses,13,70,67,14-35-14,8.206916483745518,199.64021818033484,Legumes,Autumn,Flat
35,60,46,Loamy,Paddy,14,18,62,Urea,6.5913352667905025,299.3635253440125,None,Autumn,Flat
28,78,25,Red,Cotton,99,3,15,Urea,5.521354361770797,281.41298409524074,Root Crops,Autumn,Flat
25,64,32,Loamy,Tobacco,49,71,82,Urea,6.088802977337329,280.79829161632244,Legumes,Spring,Flat
34,77,33,Loamy,Wheat,32,69,55,14-35-14,6.277492529368146,253.7115019871417,None,Summer,Flat
29,77,47,Black,Cotton,37,34,9,17-17-17,8.429901323139077,235.33674399174672,None,Summer,Slope
25,54,44,Loamy,Sugarcane,90,95,58,10-26-26,5.792328842552402,202.66625727715646,Cereals,Spring,Slope
30,69,58,Clayey,Maize,97,65,71,Urea,6.4070261893988905,160.8855948294813,Cereals,Summer,Flat
36,54,40,Clayey,Wheat,55,80,74,DAP,6.069737304107982,203.96828395112362,Root Crops,Summer,Flat
34,56,46,Clayey,Tobacco,63,81,28,Urea,6.899406788465331,306.11592485426104,Legumes,Spring,Slope
34,59,47,Clayey,Maize,79,25,23,17-17-17,6.0824932690359645,221.17656070299972,Root Crops,Spring,Flat
39,78,25,Red,Pulses,67,99,23,Urea,5.5887546670882315,345.6817573598252,Legumes,Spring,Flat
31,51,38,Sandy,Maize,0,43,8,20-20,6.343764336163041,92.7599558090289,Cereals,Autumn,Slope
25,50,47,Black,Maize,5,79,78,14-35-14,6.260484925334206,182.34644181324794,None,Summer,Slope
34,69,62,Black,Maize,44,43,74,14-35-14,6.026204497900789,110.08414582201853,Legumes,Summer,Slope
28,72,64,Sandy,Barley,16,44,86,20-20,6.068951712882306,159.52997239347934,Root Crops,Spring,Flat
33,50,32,Clayey,Cotton,69,8,72,Urea,7.447756638304803,286.9293122122111,None,Spring,Flat
37,53,56,Sandy,Millets,95,3,85,Urea,6.2442078285859965,297.4323372726453,None,Autumn,Slope
25,64,64,Clayey,Pulses,59,85,85,DAP,5.592697870017254,59.51573503676647,Root Crops,Spring,Flat
33,64,26,Black,Tobacco,86,94,18,Urea,6.130307228960115,336.01087389400146,Root Crops,Summer,Slope
32,79,37,Clayey,Paddy,24,1,59,Urea,6.543468527572314,311.5615942021073,Legumes,Spring,Flat
29,55,51,Red,Maize,18,70,53,Urea,5.430984290758917,321.4909275323634,Root Crops,Summer,Slope
30,55,31,Clayey,Cotton,94,81,32,28-28,7.800782368005119,163.03381770402578,Legumes,Autumn,Flat
31,50,27,Red,Tobacco,5,26,3,20-20,7.194063582005018,199.08795780989354,Root Crops,Autumn,Slope
28,56,45,Red,Paddy,16,44,6,20-20,7.6441381948950236,100.55101019464729,Root Crops,Autumn,Flat
38,79,32,Sandy,Cotton,92,78,60,Urea,6.813702500390146,169.04972219943687,None,Summer,Slope
